payout date,payout paypal id,payout paid to,item date,item type,description,upc,isrc,bandcamp id,fees,paid to you,buyer country,VATable total for EU physical sales,tax withholding,collection society share
2025-11-20 06:01:24 UTC,8X454599MF521202Y,finance@dark-tunes.com,2025-11-18 15:40:49 UTC,digital,BLOOD//SMOKE,4260363820493,,1664338889,0.09,1.26,US,,,
2025-11-20 06:01:24 UTC,8X454599MF521202Y,finance@dark-tunes.com,2025-11-18 15:40:49 UTC,digital,Fall Damage (feat. C Z A R I N A),4260363820202,,1664338889,0.09,1.25,US,,,
2025-11-20 06:01:24 UTC,8X454599MF521202Y,finance@dark-tunes.com,2025-11-18 15:19:27 UTC,digital,Dance To The Death,,,2826170121,0.13,1.06,DE,,,0.33
2025-11-20 06:01:24 UTC,8X454599MF521202Y,finance@dark-tunes.com,2025-11-18 15:19:27 UTC,digital,MediEVIL,,,2826170121,0.13,1.05,DE,,,0.33
2025-11-20 06:01:24 UTC,8X454599MF521202Y,finance@dark-tunes.com,2025-11-20 06:01:24 UTC,payout fee,,,,,-0.11,-0.11,,,,
2025-11-21 06:04:17 UTC,3MR791571K221482D,finance@dark-tunes.com,2025-11-20 05:32:03 UTC,digital,The Battle Of Metal Vol.8,4260363817707,,2627849551,0.70,12.80,US,,,
2025-11-21 06:04:17 UTC,3MR791571K221482D,finance@dark-tunes.com,2025-11-20 01:43:48 UTC,digital,THORNS,4260363819978,,1974501081,0.57,8.43,US,,,
2025-11-21 06:04:17 UTC,3MR791571K221482D,finance@dark-tunes.com,2025-11-21 06:04:17 UTC,payout fee,,,,,-0.21,-0.21,,,,
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-20 05:58:03 UTC,digital,Tears,4260363820967,,996147065,0.13,1.22,US,,,
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 23:46:31 UTC,digital,Dagger In The Heart,4260363821223,,853947093,0.15,1.65,US,,,
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 16:56:24 UTC,digital,Straight To Hell,,,4224426805,0.18,1.62,CZ,,,
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-20 01:01:15 UTC,digital,FVCK AI,4260363818339,,997141484,0.16,1.02,PL,,,0.17
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 21:42:45 UTC,digital,"Sex, Ducks & Industrial [free download]",,,709071586,0.15,1.55,FR,,,0.28
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 21:42:45 UTC,digital,Satisfaction (feat. BASSZILLA & AGNIS),4260363820301,,709071586,0.12,1.17,FR,,,0.28
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 21:42:45 UTC,digital,Dirty Freddy (ZARDONIC Remix),4260363816434,,709071586,0.19,1.94,FR,,,0.28
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-19 16:41:10 UTC,digital,SUCCUBUS (feat. CASSIOPEJA) (Gladiatorz Club Edit),4260363821483,,2131983486,0.16,1.02,GB,,,0.17
2025-11-21 06:04:25 UTC,8W319603TR866192V,finance@dark-tunes.com,2025-11-21 06:04:25 UTC,payout fee,,,,,-0.11,-0.11,,,,
2025-11-22 06:06:59 UTC,95216674WR5128743,finance@dark-tunes.com,2025-11-20 22:26:20 UTC,digital,Wicked Witch,4260363821469,,97541230,0.33,4.01,GB,,,0.33
2025-11-22 06:06:59 UTC,95216674WR5128743,finance@dark-tunes.com,2025-11-20 22:26:20 UTC,digital,Vamp (FREAKY MIND Remix),4260363820868,,97541230,0.33,4.00,GB,,,0.33
2025-11-22 06:06:59 UTC,95216674WR5128743,finance@dark-tunes.com,2025-11-22 06:06:59 UTC,payout fee,,,,,-0.08,-0.08,,,,
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-21 04:25:01 UTC,digital,Gothy Cool (Alienare Remix),4260363821070,,1542526208,0.13,1.22,US,,,
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-21 01:49:58 UTC,digital,Imitation,4260363821193,,1279258446,0.32,4.18,US,,,
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-21 01:27:45 UTC,digital,Criminal (Disco Morato Remix),,,4107647058,0.16,1.02,IE,,,0.17
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 17:55:31 UTC,digital,Salvation in Hell EP,,,3138469624,0.30,3.30,CA,,,
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 17:12:50 UTC,digital,Tonight,4260363821209,,2820709460,0.16,1.02,FR,,,0.17
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-21 05:15:22 UTC,digital,Regret,4260363820974,,1660268220,0.16,1.02,DE,,,0.17
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 20:22:39 UTC,digital,Insomnia,,,2821129359,0.12,0.67,GB,,,0.11
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 17:00:34 UTC,digital,Crimewave (CRYSTAL CASTLES cover),,,3982148784,0.12,1.05,US,,,
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 11:20:13 UTC,digital,Hide Away (Love will never die),4260363820592,,4106727650,0.13,1.06,GB,,,0.50
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 11:20:13 UTC,digital,Sleep (When you're gone),4260363820608,,4106727650,0.12,1.06,GB,,,0.50
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-20 11:20:13 UTC,digital,Run (From our fate),4260363820585,,4106727650,0.12,1.06,GB,,,0.50
2025-11-22 06:07:03 UTC,5HV23331X1484682P,finance@dark-tunes.com,2025-11-22 06:07:03 UTC,payout fee,,,,,-0.17,-0.17,,,,
2025-11-23 06:00:35 UTC,8CS4318352417583F,finance@dark-tunes.com,2025-11-21 18:41:49 UTC,digital,Trapped Behind Golden Bars,,,4008081424,0.77,9.13,DE,,,
2025-11-23 06:00:35 UTC,8CS4318352417583F,finance@dark-tunes.com,2025-11-23 06:00:35 UTC,payout fee,,,,,-0.09,-0.09,,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-22 04:15:36 UTC,digital,Regret,4260363820974,,1777270852,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 22:28:26 UTC,digital,Regret,4260363820974,,3331487367,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 20:55:56 UTC,digital,Intoxication (3.5 version),,,4263267907,0.12,1.05,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 13:43:10 UTC,digital,Regret,4260363820974,,3748226422,0.16,1.02,IE,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 12:25:43 UTC,digital,Killing Time,4260363820943,,2192044928,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 12:03:01 UTC,digital,WET,4260363820219,,2782105419,0.18,1.45,CA,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-22 04:40:19 UTC,digital,Gothy Cool (Alienare Remix),4260363821070,,1052203408,0.15,1.03,AU,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-22 03:58:18 UTC,digital,Wicked Witch,4260363821469,,1664333927,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-22 00:46:59 UTC,digital,Close To Me,4260363821131,,4068040111,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 16:39:26 UTC,digital,Imitation (Proshay Remix),,,1996440861,0.12,1.23,CH,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 16:39:26 UTC,digital,Criminal (Disco Morato Remix),,,1996440861,0.12,1.23,CH,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 16:23:23 UTC,digital,Tears,,,176411030,0.16,1.02,IT,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 14:38:16 UTC,digital,Regret,4260363820974,,1640780489,0.16,1.02,DE,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 14:31:01 UTC,digital,Imitation,,,4032760877,0.16,1.02,DE,,,0.17
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 08:21:15 UTC,digital,Gothy Cool (Alienare Remix),4260363821070,,672340188,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-21 07:57:26 UTC,digital,Eternal Glory,,DEWG82500153,858366009,0.13,1.22,US,,,
2025-11-23 06:00:37 UTC,86W58002F0816652A,finance@dark-tunes.com,2025-11-23 06:00:37 UTC,payout fee,,,,,-0.19,-0.19,,,,
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 19:21:43 UTC,digital,Tonight,4260363821209,,2007045205,0.14,1.05,GB,,,0.33
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 19:21:43 UTC,digital,Close To Me,4260363821131,,2007045205,0.13,1.05,GB,,,0.33
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 23:36:10 UTC,digital,Immortal,4260363820844,,2325765286,0.27,2.10,GB,,,0.33
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 19:22:36 UTC,digital,Tonight,,,1168600881,0.13,1.22,US,,,
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 17:25:58 UTC,digital,Robuste Maschine (Signal 25),,,3472745664,0.17,1.63,AT,,,
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-22 17:20:14 UTC,digital,My Enemy,4260363820332,,3770886760,0.25,2.23,AT,,,0.22
2025-11-24 06:07:47 UTC,46U919514F587900T,finance@dark-tunes.com,2025-11-24 06:07:47 UTC,payout fee,,,,,-0.09,-0.09,,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-23 04:38:55 UTC,digital,Wicked Witch,4260363821469,,1721343726,0.11,1.25,US,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-23 04:38:55 UTC,digital,Halloween Night (VIOFLESH Remix),4260363820875,,1721343726,0.11,1.24,US,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-23 04:38:55 UTC,digital,Satisfaction (feat. EXTIZE & BASSZILLA),4260363820301,,1721343726,0.11,1.24,US,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-23 04:38:55 UTC,digital,Baba Jaga,4260363819824,,1721343726,0.10,1.24,US,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-23 04:38:55 UTC,digital,Slavic Witch,4260363814973,,1721343726,0.09,1.08,US,,,
2025-11-24 06:07:57 UTC,3GP42813W59825206,finance@dark-tunes.com,2025-11-24 06:07:57 UTC,payout fee,,,,,-0.06,-0.06,,,,
2025-11-25 06:02:15 UTC,79914855LX9849343,finance@dark-tunes.com,2025-11-23 17:49:53 UTC,digital,Poison,,,3063393002,0.61,7.29,DE,,,1.10
2025-11-25 06:02:15 UTC,79914855LX9849343,finance@dark-tunes.com,2025-11-25 06:02:15 UTC,payout fee,,,,,-0.07,-0.07,,,,
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-23 15:28:10 UTC,digital,Regret,4260363820974,,2075769596,0.13,1.22,US,,,
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-24 01:36:49 UTC,digital,Sleep (When you're gone),4260363820608,,1394930546,0.13,1.22,US,,,
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-23 22:36:43 UTC,digital,Wicked Witch,4260363821469,,770654252,0.16,1.02,BE,,,0.17
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-23 20:39:44 UTC,digital,Heartbeat,,,3676926604,0.19,1.44,DE,,,0.17
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-23 16:21:46 UTC,digital,Your Absence,4260363819954,,959319089,0.16,1.02,DE,,,0.17
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-23 10:56:12 UTC,digital,Tonight,4260363821209,,3386700511,0.13,1.22,US,,,
2025-11-25 06:02:15 UTC,9TW43493FG3389423,finance@dark-tunes.com,2025-11-25 06:02:15 UTC,payout fee,,,,,-0.07,-0.07,,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-25 05:34:32 UTC,digital,Imitation,,,3139215372,0.13,1.22,US,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 12:29:05 UTC,digital,Dagger In The Heart,4260363821223,,3781753369,0.15,1.03,AU,,,0.17
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:55:20 UTC,digital,Watchdog,,,4156418083,0.08,0.37,DE,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:54:43 UTC,digital,Robuste Maschine (Signal 25),,,2407300637,0.08,0.37,DE,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:54:03 UTC,digital,Babylon Killed The Music,4260363821278,,2396020636,0.08,0.37,DE,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:42:07 UTC,digital,Hell Starts With An H,4260363821285,,2574324652,0.08,0.37,DE,,,0.00
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:39:21 UTC,digital,The Devil Is Female,4260363821292,,3477601977,0.08,0.37,DE,,,0.00
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 22:38:50 UTC,digital,Angst,4260363821261,,1698986422,0.08,0.37,DE,,,0.00
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 21:23:05 UTC,digital,Cyberghost (C-Lekktor Remix),,DEWG82500227,233458642,0.16,1.02,GB,,,0.17
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-24 16:43:59 UTC,digital,Imitation,,,2566938232,0.13,1.22,US,,,
2025-11-26 06:01:04 UTC,62G18442U3179012W,finance@dark-tunes.com,2025-11-26 06:01:04 UTC,payout fee,,,,,-0.07,-0.07,,,,
2025-11-27 06:00:03 UTC,5YJ66085T0582552G,finance@dark-tunes.com,2025-11-25 14:03:26 UTC,digital,Daydreams and Nightmares,887936736872,,1749935863,0.57,8.43,US,,,
2025-11-27 06:00:03 UTC,5YJ66085T0582552G,finance@dark-tunes.com,2025-11-25 14:27:01 UTC,digital,MediEVIL (Circuit Preacher Remix),4260363821018,,2258534882,0.12,1.23,US,,,
2025-11-27 06:00:03 UTC,5YJ66085T0582552G,finance@dark-tunes.com,2025-11-27 06:00:03 UTC,payout fee,,,,,-0.10,-0.10,,,,
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 23:46:32 UTC,digital,Chains,4260363821490,,2411164121,0.13,1.22,US,,,
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 23:18:36 UTC,digital,Tonight,4260363821209,,2559484009,0.13,1.22,US,,,
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 20:09:27 UTC,digital,Stay Strange,4260363820752,,3976898334,0.15,1.20,CA,,,
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 20:07:50 UTC,digital,SUCCUBUS (feat. CASSIOPEJA),4260363821186,,1754365725,0.14,1.05,AT,,,0.33
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 20:07:50 UTC,digital,SUCCUBUS (feat. CASSIOPEJA) (Gladiatorz Club Edit),4260363821483,,1754365725,0.13,1.05,AT,,,0.33
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 11:25:24 UTC,digital,Dagger In The Heart,4260363821223,,3545942754,0.13,1.22,US,,,
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-25 09:39:25 UTC,digital,Tonight,4260363821209,,933919650,0.16,1.02,DE,,,0.17
2025-11-27 06:00:26 UTC,31C76759FH967313S,finance@dark-tunes.com,2025-11-27 06:00:26 UTC,payout fee,,,,,-0.08,-0.08,,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 21:55:06 UTC,digital,Join Us,,,2111539157,0.57,10.23,FI,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 21:55:06 UTC,digital,Damnation,4260363814898,,2111539157,0.66,11.94,FI,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 21:55:06 UTC,digital,Dance To The Death,4260363819008,,2111539157,0.07,1.28,FI,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 21:55:06 UTC,digital,Never Quite Right,4260363817783,,2111539157,0.48,8.53,FI,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 21:55:06 UTC,digital,Revolution Dance,,,2111539157,0.47,8.52,FI,,,
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-26 10:29:51 UTC,digital,GOTHESS,4260363820066,,1568905874,0.70,7.20,DE,,,1.10
2025-11-28 06:01:30 UTC,6WT39515Y2541311T,finance@dark-tunes.com,2025-11-28 06:01:30 UTC,payout fee,,,,,-0.48,-0.48,,,,
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 12:50:03 UTC,digital,Wicked Witch,4260363821469,,4263139895,0.19,1.44,PL,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 12:49:28 UTC,digital,Satisfaction (feat. EXTIZE & BASSZILLA),4260363820301,,2194971417,0.19,1.44,PL,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 12:49:45 UTC,digital,Vamp (FREAKY MIND Remix),4260363820868,,1483736793,0.19,1.44,PL,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 12:49:05 UTC,digital,Abracadabra (LADY GAGA cover),4260363820745,,891238757,0.19,1.44,PL,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 19:39:03 UTC,digital,Chains,4260363821490,,1037396295,0.13,1.22,US,,,
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 17:58:36 UTC,digital,Chains,4260363821490,,2856545148,0.13,1.06,DE,,,0.33
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 17:58:36 UTC,digital,Wicked Witch,4260363821469,,2856545148,0.13,1.05,DE,,,0.33
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:34:57 UTC,digital,Vamp (FREAKY MIND Remix),4260363820868,,1740921859,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:34:15 UTC,digital,Gothess (The Silverblack Remix),4260363820851,,2418196541,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:32:26 UTC,digital,Halloween Night (VIOFLESH Remix),4260363820875,,345977109,0.16,1.19,DE,,,
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:31:54 UTC,digital,Wicked Witch,4260363821469,,3423801315,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:31:08 UTC,digital,Abracadabra (LADY GAGA cover),4260363820745,,1137436824,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:30:31 UTC,digital,Satisfaction (feat. EXTIZE & BASSZILLA),4260363820301,,2366099483,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:28:28 UTC,digital,Creatures of the Night,4260363820097,,638222936,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:27:53 UTC,digital,Vamp,426036382008,,1004847897,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:27:18 UTC,digital,Monsters,4260363819961,,1755221359,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:26:43 UTC,digital,Baba Jaga,4260363819824,,2152640247,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:26:06 UTC,digital,Incantation,,,2569560280,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:25:24 UTC,digital,Halloween Night,4260363819299,,3829057256,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:24:46 UTC,digital,Elixir,,,2911328919,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:24:03 UTC,digital,Dark Dancer,4260363818940,,364728746,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:23:26 UTC,digital,Toxic (BRITNEY SPEARS Cover),,,510876230,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-26 10:22:39 UTC,digital,Antipriest,4260363817875,,2112305037,0.16,1.02,DE,,,0.17
2025-11-28 06:01:39 UTC,4879459084576513Y,finance@dark-tunes.com,2025-11-28 06:01:39 UTC,payout fee,,,,,-0.26,-0.26,,,,
2025-11-29 06:01:46 UTC,9LR02364G55007024,finance@dark-tunes.com,2025-11-27 10:28:45 UTC,digital,Meaningless,4260363819145,,1211861059,0.75,8.25,SE,,,
2025-11-29 06:01:46 UTC,9LR02364G55007024,finance@dark-tunes.com,2025-11-29 06:01:46 UTC,payout fee,,,,,-0.08,-0.08,,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-28 02:18:18 UTC,digital,Killing Time,4260363820943,,547516091,0.13,1.22,US,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-28 02:02:44 UTC,digital,Circulate (ESA (Electronic Substance Abuse) Remix),,,3506955581,0.16,1.64,US,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 14:41:48 UTC,digital,Chains,4260363821490,,1214923055,0.15,1.20,CA,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-28 01:32:38 UTC,digital,Nobody Loves You,4260363821216,,2239197878,0.13,1.22,US,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 23:40:44 UTC,digital,T.I.M.E,4260363821452,,1035858076,0.16,1.02,GB,,,0.17
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 23:25:23 UTC,digital,Nobody Loves You,4260363821216,,667751980,0.15,1.20,CH,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 23:22:14 UTC,digital,Chains,4260363821490,,1274129743,0.14,1.21,US,,,
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 19:14:24 UTC,digital,Wait Until Midnight,4260363820905,,3231701947,0.16,1.02,DE,,,0.17
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-27 10:07:48 UTC,digital,Dagger In The Heart,4260363821223,,434136029,0.15,1.03,AU,,,0.17
2025-11-29 06:02:28 UTC,21751649BR636131R,finance@dark-tunes.com,2025-11-29 06:02:28 UTC,payout fee,,,,,-0.11,-0.11,,,,
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-29 02:49:25 UTC,digital,Nobody Loves You,4260363821216,,1612665618,0.16,1.02,GB,,,0.17
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 23:17:02 UTC,digital,Nobody Loves You,4260363821216,,2344361564,0.16,1.02,DE,,,0.17
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 22:22:03 UTC,digital,Tonight,,,1603162684,0.13,1.22,US,,,
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 21:26:46 UTC,digital,Chains,4260363821490,,1546238104,0.13,1.22,US,,,
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 21:23:50 UTC,digital,Regret,4260363820974,,2165251127,0.14,1.42,US,,,
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 21:17:26 UTC,digital,Nobody Loves You,4260363821216,,2532758030,0.13,1.22,US,,,
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 12:29:13 UTC,digital,full digital discography (5 releases),,,2171981779,0.40,3.56,GB,,,0.43
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 22:36:05 UTC,digital,WET,4260363820219,,340026144,0.12,1.07,CA,,,0.62
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 22:36:05 UTC,digital,Hot Like Carrie (Carrie),,DEWG82200010,340026144,0.10,0.93,CA,,,0.62
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 22:36:05 UTC,digital,Kiss My (B)ass,,,340026144,0.10,0.92,CA,,,0.62
2025-11-30 06:03:46 UTC,52M23357NN713250F,finance@dark-tunes.com,2025-11-28 22:36:05 UTC,digital,My Heart Goes Ouch,,,340026144,0.11,1.07,CA,,,0.62
